id,acronym,name,organization,organization_group,event_type,topics,categories,location,mode,edition,indexing,event_start,event_end,abstract_due,paper_due,notification,camera_ready,first_deadline,first_gate,deadline_timezone,confidence,source_basis,source_url,previous_cycle_edition,previous_cycle_closed
icpp-2027,ICPP,International Conference on Parallel Processing,ACM,ACM,Academic conference,Parallel Computing,Other,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-04-23,2027-04-30,,,2027-04-23,Abstract,See source,projected,Historical cadence projection,https://icpp2026.github.io/,,
current-2027,Current,Confluent Current (formerly Kafka Summit),Confluent,Other,Summit,Streaming,Data & databases,TBA,TBA,2027,,,,,2027-04-30,,,2027-04-30,Paper,See source,projected,Historical cadence projection,https://current.confluent.io/,,
srds-2027,SRDS,IEEE International Symposium on Reliable Distributed Systems,IEEE,IEEE,Academic conference,Distributed Systems,Systems & cloud,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,2027-04-30,2027-05-07,,,2027-04-30,Abstract,See source,projected,Historical cadence projection,https://srds-conference.org/,,
pass-summit-2027,PASS Summit,PASS Data Community Summit,Redgate,Other,Summit,Data Platform,Data & databases,"Seattle, WA, USA",In person,2027,,,,,2027-04-30,,,2027-04-30,Paper,See source,projected,Historical cadence projection,https://passdatacommunitysummit.com/,,
dsaa-2027,DSAA,IEEE International Conference on Data Science and Advanced Analytics,IEEE,IEEE,Academic conference,Data Science,Data & databases,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-05-01,,,2027-05-01,Paper,See source,projected,Historical cadence projection,https://dsaa.co/,,
iswc-2027,ISWC,International Semantic Web Conference,Springer,Springer,Academic conference,Knowledge Graphs,Other,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-05-01,2027-05-06,,,2027-05-01,Abstract,See source,projected,Historical cadence projection,https://iswc2026.semanticweb.org/,,
disc-2027,DISC,International Symposium on Distributed Computing,LIPIcs,Other,Academic conference,Distributed Theory,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-05-01,,,2027-05-01,Paper,See source,projected,Historical cadence projection,https://www.disc-conference.org/,,
eurorust-2027,EuroRust,EuroRust,EuroRust,Other,Open-source meetup,Rust|Systems,Systems & cloud|Programming languages|Open source & community,TBA (Europe),In person,2027,,,,,2027-05-04,,,2027-05-04,Paper,See source,projected,Historical cadence projection,https://eurorust.eu/,,
ndss-2028,NDSS,Network and Distributed System Security Symposium,Internet Society,Other,Academic conference,Security|Privacy,Systems & cloud|Security & privacy|Networking,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,,2027-05-05,,,2027-05-05,Paper,See source,projected,Historical cadence projection,https://www.ndss-symposium.org/,,
eurosys-2028,EuroSys,European Conference on Computer Systems,ACM,ACM,Academic conference,Systems,Systems & cloud,TBA,TBA,2028,"Scopus, DBLP, Scholar",2028-04-17,2028-04-21,2027-05-06,2027-05-13,,,2027-05-06,Abstract,AoE,projected,Historical cadence projection,https://www.eurosys.org/,2027,2026-09-24
cluster-2027,CLUSTER,IEEE International Conference on Cluster Computing,IEEE,IEEE,Academic conference,HPC|Cluster,Systems & cloud,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-05-07,,,2027-05-07,Paper,See source,projected,Historical cadence projection,https://clustercomp.org/,,
apsys-2027,APSys,ACM SIGOPS Asia-Pacific Workshop on Systems,ACM,ACM,Academic conference,Systems,Systems & cloud,TBA,TBA,2027,"DBLP, Scholar",,,2027-05-12,2027-05-19,,,2027-05-12,Abstract,See source,projected,Historical cadence projection,https://apsys26.github.io/,,
neurips-2027,NeurIPS,Conference on Neural Information Processing Systems,NeurIPS,Other,Academic conference,Machine Learning,Systems & cloud|AI & machine learning,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-05-14,2027-05-21,2027-09-20,,2027-05-14,Abstract,AoE,verified,Primary venue page,https://neurips.cc/,,
iiswc-2027,IISWC,IEEE International Symposium on Workload Characterization,IEEE,IEEE,Academic conference,Performance,Systems & cloud,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-05-14,,,2027-05-14,Paper,See source,projected,Historical cadence projection,https://iiswc.org/,,
snia-sdc-2027,SNIA SDC,SNIA Developer Conference (Storage Developer Conference),SNIA,Other,Industry conference,Storage,Systems & cloud,"Santa Clara, CA, USA",In person,2027,,,,,2027-05-14,,,2027-05-14,Paper,See source,projected,Historical cadence projection,https://www.snia.org/cfp,,
cikm-2027,CIKM,ACM International Conference on Information and Knowledge Management,ACM,ACM,Academic conference,Data Mining|IR,Data & databases,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-05-15,,,2027-05-15,Paper,See source,projected,Historical cadence projection,https://www.acm.org/conferences/upcoming-submission-deadlines,,
emnlp-2027,EMNLP,Conference on Empirical Methods in Natural Language Processing,ACL,Other,Academic conference,NLP|LLM,AI & machine learning,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-05-15,,,2027-05-15,Paper,See source,projected,Historical cadence projection,https://www.aclweb.org/portal/,,
ray-summit-2027,Ray Summit,Ray Summit,Anyscale,Other,Summit,ML Infrastructure,AI & machine learning,"San Francisco, CA, USA",In person,2027,,,,,2027-05-15,,,2027-05-15,Paper,See source,projected,Historical cadence projection,https://www.anyscale.com/ray-summit,,
tpctc-2027,TPCTC,TPC Technology Conference on Performance Evaluation and Benchmarking,Springer,Springer,Academic conference,Benchmarking,Systems & cloud,Co-located with VLDB,In person,2027,"Scopus, DBLP",,,,2027-05-15,,,2027-05-15,Paper,See source,projected,Historical cadence projection,https://www.tpc.org/tpctc/,,
srecon-emea-2027,SREcon EMEA,USENIX SREcon Europe/Middle East/Africa,USENIX,USENIX,Industry conference,Reliability,Other,"Dublin, Ireland",In person,2027,,2027-10-05,2027-10-07,,2027-05-19,,,2027-05-19,Paper,See source,projected,Historical cadence projection,https://www.usenix.org/conference/srecon27emea,,
sigspatial-2027,SIGSPATIAL,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,ACM,ACM,Academic conference,Spatial Data,Data & databases|Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-05-21,2027-05-28,,,2027-05-21,Abstract,See source,projected,Historical cadence projection,https://sigspatial.org/,,
systor-2027,SYSTOR,ACM International Systems and Storage Conference,ACM,ACM,Academic conference,Storage|Systems,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-05-25,,,2027-05-25,Paper,See source,projected,Historical cadence projection,https://www.systor.org/,,
data-con-la-2027,Data Con LA,Data Con LA,Data Con LA,Other,Industry conference,Data Engineering,Data & databases,"Los Angeles, CA, USA",In person,2027,,,,,2027-05-31,,,2027-05-31,Paper,See source,projected,Historical cadence projection,https://www.dataconla.com/,,
ms-ignite-2027,MS Ignite,Microsoft Ignite,Microsoft,Other,Industry conference,Cloud,Systems & cloud,TBA,TBA,2027,,,,,2027-05-31,,,2027-05-31,Paper,See source,projected,Historical cadence projection,https://ignite.microsoft.com/,,
pgconf-eu-2027,PGConf.EU,PostgreSQL Conference Europe,PostgreSQL Europe,Other,Open-source meetup,Databases,Data & databases|Open source & community,TBA,TBA,2027,,,,,2027-06-01,,,2027-06-01,Paper,See source,projected,Historical cadence projection,https://www.postgresql.eu/,,
icdm-2027,ICDM,IEEE International Conference on Data Mining,IEEE,IEEE,Academic conference,Data Mining,Data & databases,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-06-06,,,2027-06-06,Paper,See source,projected,Historical cadence projection,https://icdm.or.kr/2026/,,
pytorch-conf-2027,PyTorch Conf,PyTorch Conference North America,PyTorch Fdn / LF,Other,Industry conference,AI Infrastructure,AI & machine learning,TBA,TBA,2027,,,,,2027-06-06,,,2027-06-06,Paper,See source,projected,Historical cadence projection,https://events.linuxfoundation.org/pytorch-conference-north-america/,,
kdir-2027,KDIR,International Conference on Knowledge Discovery and Information Retrieval (IC3K),SCITEPRESS,SCITEPRESS,Academic conference,Knowledge Discovery|IR,Other,TBA,TBA,2027,"Scopus, DBLP",,,,2027-06-09,,,2027-06-09,Paper,See source,projected,Historical cadence projection,https://kdir.scitevents.org/,,
hotstorage-2027,HotStorage,ACM Workshop on Hot Topics in Storage and File Systems,ACM,ACM,Academic conference,Storage,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-06-10,,,2027-06-10,Paper,See source,projected,Historical cadence projection,https://www.hotstorage.org/,,
cgo-2028,CGO,IEEE/ACM International Symposium on Code Generation and Optimization,IEEE/ACM,IEEE / ACM,Academic conference,Compilers,Architecture & hardware|Programming languages,TBA,TBA,2028,"Scopus, IEEE Xplore, Scholar",,,,2027-06-10,,,2027-06-10,Paper,See source,projected,Historical cadence projection,https://conf.researchr.org/home/cgo-2027,,
flink-forward-2027,Flink Forward,Flink Forward,Ververica/ASF,Other,Industry conference,Streaming,Data & databases,TBA,TBA,2027,,,,,2027-06-15,,,2027-06-15,Paper,See source,projected,Historical cadence projection,https://www.flink-forward.org/,,
hicss-2028,HICSS,Hawaii International Conference on System Sciences,HICSS,Other,Academic conference,Information Systems,Systems & cloud,"Hawaii, USA",In person,2028,"Scopus, Scholar",,,,2027-06-15,,,2027-06-15,Paper,See source,projected,Historical cadence projection,https://hicss.hawaii.edu/,,
p99-conf-2027,P99 CONF,P99 CONF,ScyllaDB,Other,Industry conference,Performance,Systems & cloud,Virtual,Online,2027,,,,,2027-06-15,,,2027-06-15,Paper,See source,projected,Historical cadence projection,https://www.p99conf.io/,,
icse-2028,ICSE,IEEE/ACM International Conference on Software Engineering,IEEE/ACM,IEEE / ACM,Academic conference,Software Engineering,Software engineering,TBA,TBA,2028,"Scopus, IEEE Xplore, Scholar",,,2027-06-23,2027-06-30,,,2027-06-23,Abstract,AoE,projected,Historical cadence projection,https://conf.researchr.org/home/icse-2027,,
oss-eu-2027,OSS EU,Open Source Summit Europe,Linux Fdn,Other,Summit,Open Source,Other,TBA,TBA,2027,,,,,2027-06-24,,,2027-06-24,Paper,See source,projected,Historical cadence projection,https://events.linuxfoundation.org/open-source-summit-europe/,,
mlops-world-2027,MLOps World,MLOps World / GenAI Summit,MLOps World,Other,Summit,MLOps,Other,TBA,TBA,2027,,,,,2027-06-30,,,2027-06-30,Paper,See source,projected,Historical cadence projection,https://mlopsworld.com/,,
ocp-global-summit-2027,OCP Global Summit,Open Compute Project Global Summit,OCP Foundation,Other,Summit,Data-Center Hardware,Data & databases|Architecture & hardware,"San Francisco, CA, USA (Moscone)",In person,2027,,2027-10-04,2027-10-07,,2027-06-30,,,2027-06-30,Paper,See source,projected,Historical cadence projection,https://www.opencompute.org/summit/global-summit,,
scale-by-the-bay-2027,Scale By the Bay,Scale By the Bay,By the Bay,Other,Industry conference,Software|Data,Data & databases,"Bay Area, CA, USA",In person,2027,,,,,2027-06-30,,,2027-06-30,Paper,See source,projected,Historical cadence projection,https://scale.bythebay.io/cfp,,
ucc-2027,UCC,IEEE/ACM International Conference on Utility and Cloud Computing,IEEE/ACM,IEEE / ACM,Academic conference,Cloud,Systems & cloud,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-07-01,,,2027-07-01,Paper,See source,projected,Historical cadence projection,https://www.ucc-conference.org/,,
popl-2028,POPL,ACM SIGPLAN Symposium on Principles of Programming Languages,ACM,ACM,Academic conference,Programming Languages,Programming languages,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,,2027-07-09,,,2027-07-09,Paper,See source,projected,Historical cadence projection,https://popl27.sigplan.org/,,
subsurface-2027,Subsurface,Subsurface LIVE,Dremio,Other,Industry conference,Lakehouse,Data & databases,Online,Online,2027,,,,,2027-07-17,,,2027-07-17,Paper,See source,projected,Historical cadence projection,https://www.dremio.com/subsurface/,,
aaai-2028,AAAI,AAAI Conference on Artificial Intelligence,AAAI,Other,Academic conference,Artificial Intelligence,AI & machine learning,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,2027-07-21,2027-07-28,,,2027-07-21,Abstract,See source,projected,Historical cadence projection,https://aaai.org/conference/aaai/aaai-27/,,
infocom-2028,INFOCOM,IEEE International Conference on Computer Communications,IEEE,IEEE,Academic conference,Networking,Networking,TBA,TBA,2028,"Scopus, IEEE Xplore, Scholar",,,2027-07-23,2027-07-30,,,2027-07-23,Abstract,See source,projected,Historical cadence projection,https://infocom2027.ieee-infocom.org/,,
hpca-2028,HPCA,IEEE International Symposium on High-Performance Computer Architecture,IEEE,IEEE,Academic conference,Computer Architecture,Systems & cloud|Architecture & hardware,TBA,TBA,2028,"Scopus, IEEE Xplore, Scholar",,,2027-07-23,2027-07-30,,,2027-07-23,Abstract,See source,projected,Historical cadence projection,https://conf.researchr.org/home/hpca-2027,,
ppopp-2028,PPoPP,ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,ACM,ACM,Academic conference,Parallel Computing,Other,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,,2027-08-02,,,2027-08-02,Paper,See source,projected,Historical cadence projection,https://ppopp27.sigplan.org/,,
cidr-2028,CIDR,Conference on Innovative Data Systems Research,CIDR,Other,Academic conference,Databases,Data & databases|Systems & cloud,TBA,TBA,2028,"DBLP, Scholar",,,,2027-08-04,,,2027-08-04,Paper,See source,projected,Historical cadence projection,https://www.cidrdb.org/,,
ieee-bigdata-2027,IEEE BigData,IEEE International Conference on Big Data,IEEE,IEEE,Academic conference,Big Data,Data & databases,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-08-21,,,2027-08-21,Paper,See source,projected,Historical cadence projection,https://bigdataieee.org/BigData2026/,,
ieee-vr-2028,IEEE VR,IEEE Conference on Virtual Reality and 3D User Interfaces,IEEE,IEEE,Academic conference,XR,"Graphics, vision & XR",TBA,TBA,2028,"Scopus, IEEE Xplore, Scholar",,,2027-08-23,2027-08-30,,,2027-08-23,Abstract,See source,projected,Historical cadence projection,https://ieeevr.org/,,
wsdm-2028,WSDM,ACM International Conference on Web Search and Data Mining,ACM,ACM,Academic conference,Data Mining|IR,Data & databases,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,,2027-08-24,,,2027-08-24,Paper,See source,projected,Historical cadence projection,https://www.wsdm-conference.org/,,
chi-2028,CHI,ACM CHI Conference on Human Factors in Computing Systems,ACM,ACM,Academic conference,HCI,Systems & cloud|HCI,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,2027-09-02,2027-09-09,,,2027-09-02,Abstract,See source,projected,Historical cadence projection,https://chi2027.acm.org/,,
tidb-scaile-2027,TiDB SCaiLE,TiDB SCaiLE (PingCAP),PingCAP,Other,Industry conference,Databases,Data & databases,TBA,TBA,2027,,2027-10-15,2027-10-15,,2027-09-11,,,2027-09-11,Paper,See source,projected,Historical cadence projection,https://www.pingcap.com/tidb-scaile-summit/,2026,2026-09-11
trino-summit-2027,Trino Summit,Trino Summit,Starburst/Trino,Other,Summit,Query Engines,Data & databases,TBA,TBA,2027,,,,,2027-09-15,,,2027-09-15,Paper,See source,projected,Historical cadence projection,https://trino.io/community.html,,
mmsys-2028,MMSys,ACM Multimedia Systems Conference,ACM,ACM,Academic conference,Multimedia Systems,"Systems & cloud|Graphics, vision & XR",TBA,TBA,2028,"Scopus, DBLP, Scholar",2028-03-30,2028-04-02,,2027-09-17,,,2027-09-17,Paper,See source,projected,Historical cadence projection,https://acmmmsys.org/,2027,2026-09-17
dicg-2027,DICG,Intl Workshop on Distributed Infrastructure for the Common Good (at Middleware 2026),ACM,ACM,Academic conference,Distributed systems,Systems & cloud,TBA,TBA,2027,"ACM DL, DBLP, Scopus",2027-12-14,2027-12-18,,2027-09-17,2027-10-12,2027-10-16,2027-09-17,Paper,AoE,projected,Historical cadence projection,https://dicg-workshop.github.io/,2026,2026-09-17
wace-2027,WACE,"WebAssembly, Cloud and Edge workshop (at Middleware 2026)",ACM,ACM,Academic conference,Cloud|edge,Systems & cloud,TBA,TBA,2027,"ACM DL, DBLP, Scopus",2027-12-14,2027-12-18,,2027-09-17,2027-10-12,2027-10-16,2027-09-17,Paper,See source,projected,Historical cadence projection,https://bytecodealliance.org/wace2026,2026,2026-09-17
aaai-demos-2028,AAAI Demos,AAAI-27 Demonstration Program,AAAI Press,Other,Academic conference,AI|agents,AI & machine learning,TBA,TBA,2028,DBLP/Scopus,2028-02-16,2028-02-23,,2027-09-18,2027-11-06,2027-11-20,2027-09-18,Paper,AoE,projected,Historical cadence projection,https://aaai.org/conference/aaai/,2027,2026-09-18
ai-devworld-2028,AI DevWorld,AI DevWorld,DevNetwork,Other,Industry conference,AI Engineering,AI & machine learning,TBA,TBA,2028,,2028-02-09,2028-02-11,,2027-09-18,,,2027-09-18,Paper,PDT,projected,Historical cadence projection,https://sessionize.com/aidevworld-2027/,2027,2026-09-18
developerweek-2028,DeveloperWeek,"DeveloperWeek 2027 (with OpsWorld, AI DevWorld, DevExec World)",DevNetwork,Other,Industry conference,General software|DevOps|AI,AI & machine learning|Software engineering,TBA,TBA,2028,,2028-02-09,2028-02-11,,2027-09-18,,,2027-09-18,Paper,See source,projected,Historical cadence projection,https://sessionize.com/developerweek-2027,2027,2026-09-18
cfgmgmtcamp-2028,CfgMgmtCamp,Config Management Camp 2027 Ghent,CfgMgmtCamp (community),Other,Open-source meetup,Infrastructure automation|ops,Open source & community,TBA,TBA,2028,,2028-02-01,2028-02-03,,2027-09-20,,,2027-09-20,Paper,CET,projected,Historical cadence projection,https://cfgmgmtcamp.org/ghent2027/,2027,2026-09-20
confoo-2028,ConFoo,ConFoo Montreal 2027,ConFoo,Other,Industry conference,General software|architecture|cloud,Systems & cloud|Architecture & hardware,TBA,TBA,2028,,2028-02-24,2028-02-26,,2027-09-20,2027-10-19,,2027-09-20,Paper,See source,projected,Historical cadence projection,https://confoo.ca/en/2027/call-for-papers,2027,2026-09-20
everything-open-2028,Everything Open,Everything Open 2027 (Linux Australia),Linux Australia,Other,Open-source meetup,"Open source, open data, ops",Data & databases|Open source & community,TBA,TBA,2028,,2028-01-20,2028-01-22,,2027-09-20,,,2027-09-20,Paper,AoE,projected,Historical cadence projection,https://2027.everythingopen.au/programme/proposals/,2027,2026-09-20
icdcn-28th-2028,ICDCN,"International Conference on Distributed Computing and Networking (workshops, posters, doctoral symposium)",ACM,ACM,Academic conference,Distributed systems,Systems & cloud|Networking,TBA,TBA,"29th, 2028",Scopus/DBLP/ACM DL,2028-01-04,2028-01-07,,2027-09-20,2027-10-15,2027-10-29,2027-09-20,Paper,See source,projected,Historical cadence projection,https://cs3-lab.github.io/icdcn/index.html,"28th, 2027",2026-09-20
cloudam-2027,CloudAM,International Workshop on Cloud and Edge Computing and Applications Management (at IEEE/ACM UCC),"IEEE (UCC/BDCAT 2026 companion proceedings, IEEE Xplore)",IEEE,Academic conference,Cloud operations,Systems & cloud,TBA,TBA,2027,"IEEE Xplore, Scopus, DBLP, EI",2027-12-01,2027-12-04,,2027-09-20,2027-10-08,2027-10-15,2027-09-20,Paper,See source,projected,Historical cadence projection,https://cloudam-workshop.github.io/,2026,2026-09-20
dml-icc-2027,DML-ICC,International Workshop on Distributed Machine Learning for the Intelligent Computing Continuum (at IEEE/ACM UCC),"IEEE (UCC/BDCAT 2026 companion proceedings, IEEE Xplore)",IEEE,Academic conference,ML systems|distributed ML,Systems & cloud|AI & machine learning,TBA,TBA,2027,"IEEE Xplore, Scopus, DBLP, EI",2027-12-01,2027-12-04,,2027-09-20,2027-10-05,2027-10-15,2027-09-20,Paper,See source,projected,Historical cadence projection,https://www.lrc.ic.unicamp.br/dml-icc/,2026,2026-09-20
hpc-asia-2028,HPC Asia,Intl Conference on High Performance Computing in Asia-Pacific Region,ACM (ICPS),ACM,Academic conference,HPC,Systems & cloud,TBA,TBA,2028,"ACM DL, DBLP, Scopus",2028-02-17,2028-02-19,,2027-09-20,2027-11-22,2028-01-08,2027-09-20,Paper,See source,projected,Historical cadence projection,https://hpcasia2027.org/2027/pages_submission/schedule.vm,2027,2026-09-20
ccgrid-tutorials-2027-27th,CCGrid Tutorials,IEEE CCGrid 2027 Call for Tutorials,IEEE,IEEE,Academic conference,Cluster|cloud|HPC,Systems & cloud,TBA,TBA,2028 (28th),"IEEE Xplore, Scopus, DBLP, EI",2028-05-24,2028-05-27,,2027-09-21,2027-10-07,,2027-09-21,Paper,See source,projected,Historical cadence projection,https://hpcclab.org/?page_id=1906,2027 (27th),2026-09-21
aixvr-2028,AIxVR,IEEE International Conference on Artificial Intelligence and eXtended and Virtual Reality,IEEE,IEEE,Academic conference,AI|XR,"AI & machine learning|Graphics, vision & XR",TBA,TBA,2028,"IEEE Xplore, Scopus, Scholar",2028-01-25,2028-01-27,,2027-09-21,,,2027-09-21,Paper,AoE,projected,Historical cadence projection,https://aivr.science.uu.nl/,2027,2026-09-21
devnexus-2028,Devnexus,Devnexus 2027,Atlanta Java Users Group,Other,Industry conference,Java|AI|architecture,AI & machine learning|Architecture & hardware|Programming languages,TBA,TBA,2028,,2028-03-29,2028-03-31,,2027-09-22,,,2027-09-22,Paper,See source,projected,Historical cadence projection,https://sessionize.com/devnexus-2027/,2027,2026-09-22
bench-18th-2027,Bench,BenchCouncil International Symposium on Evaluation Science and Engineering,Springer LNCS,Springer,Academic conference,Benchmarking|performance,Systems & cloud,TBA,TBA,"19th, 2027",Scopus/DBLP/EI,2027-11-06,2027-11-08,,2027-09-23,,,2027-09-23,Paper,AoE,projected,Historical cadence projection,https://www.benchcouncil.org/,"18th, 2026",2026-09-23
acns-acns-2027-25th,ACNS,International Conference on Applied Cryptography and Network Security,Springer LNCS,Springer,Academic conference,Security|privacy,Security & privacy|Networking,TBA,TBA,ACNS 2028 (26th),"Scopus, DBLP",2028-06-28,2028-07-01,,2027-09-24,2027-11-26,,2027-09-24,Paper,See source,projected,Historical cadence projection,https://acns2027.isg.rhul.ac.uk/,ACNS 2027 (25th),2026-09-24
hpts-2028,HPTS,International Workshop on High Performance Transaction Systems,HPTS,Other,Academic conference,Transaction Systems,Systems & cloud,"Pacific Grove, CA, USA",In person,2028,Invitation by position paper,,,,2028-04-01,,,2028-04-01,Paper,See source,projected,Historical cadence projection,https://hpts.ws/,,
eaamo-2027,EAAMO,"ACM Conference on Equity and Access in Algorithms, Mechanisms, and Optimization",ACM,ACM,Academic conference,Computing and society,Other,TBA,TBA,2027,"ACM DL, DBLP, Scopus",,,,,,,,Unannounced,See source,projected,Historical cadence projection,https://conference.eaamo.org/,,
compass-2027,COMPASS,ACM SIGCAS/SIGCHI Conference on Computing and Sustainable Societies,ACM,ACM,Academic conference,Computing and society,Other,TBA,TBA,2027,"ACM DL, DBLP, Scopus",,,,,,,,Unannounced,See source,projected,Historical cadence projection,https://compass.acm.org/call-for-papers/,,
amd-advancing-ai-2027,AMD Advancing AI,AMD Advancing AI,AMD,Other,Industry conference,AI Infrastructure,AI & machine learning,"San Francisco, CA, USA",In person,2027,,,,,,,,,Unannounced,See source,announced,Published via a secondary index,https://www.amd.com/en/corporate/events/advancing-ai.html,,
big-data-conf-eu-2026,Big Data Conf EU,Big Data Conference Europe,Data Miner,Other,Industry conference,Data Platform,Data & databases,"Vilnius, Lithuania",In person,2026,,2026-11-24,2026-11-27,,,,,,Unannounced,See source,verified,Primary venue page,https://bigdataconference.eu/cfp/,,
craft-2027,Craft,Craft Conference 2027,CraftHub,Other,Industry conference,Software craft|architecture|engineering leadership,Architecture & hardware,"Budapest, Hungary",In person,2027,,2027-06-03,2027-06-04,,,,,,Unannounced,See source,projected,Historical cadence projection,https://craft-conf.com/2027/speakers,,
data-outpost-2026,Data Outpost,"Data Outpost (formerly Small Data SF, MotherDuck)",MotherDuck,Other,Industry conference,Data Engineering,Data & databases,"San Francisco, CA, USA",In person,2026,,2026-11-04,2026-11-05,,,,,,Unannounced,See source,verified,Primary venue page,https://motherduck.com/blog/announcing-data-outpost-conference/,,
eurosys-workshops-2027,EuroSys Workshops,EuroSys 2027 workshops (list not yet announced),ACM,ACM,Academic conference,Systems,Systems & cloud,"Rabat, Morocco",In person,2027,"ACM DL, DBLP, Scopus",2027-04-19,2027-04-19,,,,,,Unannounced,See source,verified,Primary venue page,https://2027.eurosys.org/workshop.html,,
gartner-d-a-2027,Gartner D&A,Gartner Data & Analytics Summit,Gartner,Other,Summit,Analytics,Data & databases,"Orlando, FL, USA",In person,2027,,,,,,,,,Unannounced,See source,verified,Primary venue page,https://www.gartner.com/en/conferences/na/data-analytics-us,,
gosim-shenzhen-2026,GOSIM Shenzhen,GOSIM Shenzhen 2026,GOSIM Foundation,Other,Open-source meetup,"Open source AI, agentic AI, Rust",AI & machine learning|Programming languages|Open source & community,"Shenzhen, China",In person,2026,,2026-10-16,2026-10-17,,,,,,Unannounced,See source,verified,Primary venue page,https://shenzhen2026.gosim.org/,,
icpe-workshops-2027,ICPE Workshops,"ICPE 2027 workshops, data challenge, posters/demos",ACM/SPEC,ACM,Academic conference,Performance engineering,Data & databases|Systems & cloud,"Gothenburg, Sweden",In person,2027,"ACM DL, DBLP, Scopus",2027-05-24,2027-05-28,,,,,,Unannounced,See source,projected,Historical cadence projection,https://icpe2027.spec.org/important-dates/,,
ieee-cai-2027,IEEE CAI,IEEE Conference on Artificial Intelligence,IEEE,IEEE,Academic conference,Artificial Intelligence,AI & machine learning,Singapore (Marina Bay Sands),In person,2027,"IEEE Xplore, Scopus",2027-11-30,2027-12-02,,,,,,Unannounced,See source,announced,Published via a secondary index,https://cai.ieee.org/2027/,,
hipc-irus-2026,HiPC IRUS,"IEEE HiPC Industry, Research and User Symposium","IEEE HiPC (talks, no proceedings)",IEEE,Academic conference,AI infrastructure|HPC (industry talks),Systems & cloud|AI & machine learning,"Bengaluru, India",In person,2026,n/a,2026-12-17,2026-12-19,,,,,,Unannounced,See source,verified,Primary venue page,https://hipc.org/irus-2026/,,
icde-workshops-2027-43rd,ICDE Workshops,IEEE ICDE 2027 co-located workshops (paper calls),IEEE,IEEE,Academic conference,Databases|data engineering,Data & databases,"Copenhagen, Denmark",In person,2027 (43rd),"IEEE Xplore, Scopus, DBLP, EI",2027-05-17,2027-05-21,,,,,,Unannounced,See source,verified,Primary venue page,https://icde2027.github.io/cf-workshop-proposals.html,,
ipdps-workshops-2027-41st,IPDPS Workshops,IEEE IPDPS 2027 Workshops (paper calls),IEEE (IPDPSW),IEEE,Academic conference,Parallel and distributed computing,Systems & cloud,"Seattle/Bellevue, WA, USA",In person,2027 (41st),"IEEE Xplore, Scopus, DBLP, EI",2027-06-01,2027-06-05,,,,,,Unannounced,See source,verified,Primary venue page,https://www.ipdps.org/ipdps2027/2027-call-for-workshops.html,,
kcd-h1-2027-2027,KCD H1 2027,"Kubernetes Community Days, first half 2027 (Panama, Pune, Vancouver, Beijing, Bangkok, Cairo, DC, Texas, Guadalajara, Hyderabad, Valencia, SF Bay Area, Toronto, Helsinki, Cali, Czech & Slovak, New York)",CNCF + local organisers,Other,Open-source meetup,Cloud native (regional),Systems & cloud|Open source & community,Various,In person,2027,,,,,,,,,Unannounced,See source,announced,Published via a secondary index,https://www.cncf.io/blog/2026/08/20/announcing-h1-2027-kcds/,,
osa-con-2026,OSA Con,OSA CON (Open Source Analytics Conference),OSA Community,Other,Open-source meetup,Analytics,Data & databases|Open source & community,"San Francisco, CA, USA + online",Hybrid,2026,,2026-11-02,2026-11-02,,,,,,Unannounced,See source,announced,Published via a secondary index,https://osacon.io/,,
pg-data-2027,PG DATA,PG DATA 2027,Prairie Postgres NFP,Other,Open-source meetup,PostgreSQL,Data & databases|Open source & community,"Chicago, Illinois, USA",In person,2027,,2027-06-11,2027-06-12,,,,,,Unannounced,See source,announced,Published via a secondary index,https://www.postgresql.org/about/event/pg-data-2027-2603/,,
